year,name,stage,date,distance,speed,score,vertical_meters,ranking,quality,won,url
2022,vuelta-a-espana,stage-18,08 September 2022, 192 km,40.381 km/h, 214,3680,9,968, Sprint of small group,https://www.procyclingstats.com/race/vuelta-a-espana/2022/stage-18
2022,vuelta-a-espana,stage-19,09 September 2022, 138.3 km,41.66 km/h, 101,2278,9,968, Sprint of large group,https://www.procyclingstats.com/race/vuelta-a-espana/2022/stage-19
2022,vuelta-a-espana,stage-20,10 September 2022, 181 km,38.57 km/h, 216,3977,9,968, 7.2 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2022/stage-20
2022,vuelta-a-espana,stage-21,11 September 2022, 96.7 km,39.577 km/h, 10,773,9,968, Sprint of large group,https://www.procyclingstats.com/race/vuelta-a-espana/2022/stage-21
2022,cyclassics-hamburg,one_day,21 August 2022, 204.7 km,44.278 km/h, 30,892,27,650, Sprint of small group,https://www.procyclingstats.com/race/cyclassics-hamburg/2022/result
2022,bretagne-classic,one_day,28 August 2022, 254.8 km,41.958 km/h, 95,3116,12,797, Sprint of small group,https://www.procyclingstats.com/race/bretagne-classic/2022/result
2022,gp-quebec,one_day,09 September 2022, 201.6 km,42.156 km/h, 60,2508,10,866, 2.1 km solo,https://www.procyclingstats.com/race/gp-quebec/2022/result
2022,gp-montreal,one_day,11 September 2022, 221.4 km,36.938 km/h, 182,4124,11,864, Sprint of small group,https://www.procyclingstats.com/race/gp-montreal/2022/result
2022,il-lombardia,one_day,08 October 2022, 253 km,39.804 km/h, 278,4852,6,1019, Sprint à deux,https://www.procyclingstats.com/race/il-lombardia/2022/result
2023,tour-down-under,prologue,17 January 2023, 5.5 km,52.243 km/h, 0,39,38,482, Sprint à deux,https://www.procyclingstats.com/race/tour-down-under/2023/prologue
2023,tour-down-under,stage-1,18 January 2023, 149.9 km,41.336 km/h, 44,1715,38,482, Sprint of large group,https://www.procyclingstats.com/race/tour-down-under/2023/stage-1
2023,tour-down-under,stage-2,19 January 2023, 154.8 km,38.593 km/h, 72,1945,38,482, 0.5 km solo,https://www.procyclingstats.com/race/tour-down-under/2023/stage-2
2023,tour-down-under,stage-3,20 January 2023, 116.8 km,41.673 km/h, 107,1831,38,482, Sprint of small group,https://www.procyclingstats.com/race/tour-down-under/2023/stage-3
2023,tour-down-under,stage-4,21 January 2023, 133.2 km,46.015 km/h, 21,1103,38,482, Sprint of large group,https://www.procyclingstats.com/race/tour-down-under/2023/stage-4
2023,tour-down-under,stage-5,22 January 2023, 112.5 km,41.856 km/h, 110,2224,38,482, Sprint à deux,https://www.procyclingstats.com/race/tour-down-under/2023/stage-5
2023,great-ocean-race,one_day,29 January 2023, 174.3 km,40.982 km/h, 88,1685,56,374, Sprint of large group,https://www.procyclingstats.com/race/great-ocean-race/2023/result
2023,uae-tour,stage-1,20 February 2023, 151 km,45.854 km/h, 2,518,35,530, Sprint of small group,https://www.procyclingstats.com/race/uae-tour/2023/stage-1
2023,uae-tour,stage-2,21 February 2023, 17.3 km,56.77 km/h, 0,5,35,530, Sprint of small group,https://www.procyclingstats.com/race/uae-tour/2023/stage-2
2023,uae-tour,stage-3,22 February 2023, 185 km,38.092 km/h, 190,2741,35,530, 10.2 km solo,https://www.procyclingstats.com/race/uae-tour/2023/stage-3
2023,uae-tour,stage-4,23 February 2023, 174 km,45.388 km/h, 0,304,35,530, Sprint of large group,https://www.procyclingstats.com/race/uae-tour/2023/stage-4
2023,uae-tour,stage-5,24 February 2023, 170 km,43.017 km/h, 3,522,35,530, Sprint of large group,https://www.procyclingstats.com/race/uae-tour/2023/stage-5
2023,uae-tour,stage-6,25 February 2023, 166 km,45.027 km/h, 0,146,35,530, Sprint of large group,https://www.procyclingstats.com/race/uae-tour/2023/stage-6
2023,uae-tour,stage-7,26 February 2023, 153 km,43.777 km/h, 144,1378,35,530, 3 km solo,https://www.procyclingstats.com/race/uae-tour/2023/stage-7
2023,omloop-het-nieuwsblad,one_day,25 February 2023, 207.3 km,42.189 km/h, 52,1616,26,677, 16.5 km solo,https://www.procyclingstats.com/race/omloop-het-nieuwsblad/2023/result
2023,strade-bianche,one_day,04 March 2023, 184 km,40.636 km/h, 168,3107,25,688, 23.3 km solo,https://www.procyclingstats.com/race/strade-bianche/2023/result
2023,paris-nice,stage-1,05 March 2023, 169.4 km,44.025 km/h, 47,1405,6,981, Sprint of large group,https://www.procyclingstats.com/race/paris-nice/2023/stage-1
2023,paris-nice,stage-2,06 March 2023, 163.7 km,47.006 km/h, 8,815,6,981, Sprint of large group,https://www.procyclingstats.com/race/paris-nice/2023/stage-2
2023,paris-nice,stage-3,07 March 2023, 32.2 km,47.923 km/h, 1,146,6,981, Sprint of large group,https://www.procyclingstats.com/race/paris-nice/2023/stage-3
2023,paris-nice,stage-4,08 March 2023, 164.7 km,40.956 km/h, 167,2470,6,981, 0.1 km solo,https://www.procyclingstats.com/race/paris-nice/2023/stage-4
2023,paris-nice,stage-5,09 March 2023, 212.4 km,39.837 km/h, 59,1958,6,981, Sprint of large group,https://www.procyclingstats.com/race/paris-nice/2023/stage-5
2023,paris-nice,stage-6,10 March 2023, 79.25 km,-, 83,1216,6,981, ? - let us know!,https://www.procyclingstats.com/race/paris-nice/2023/stage-6
2023,paris-nice,stage-7,11 March 2023, 142.9 km,36.31 km/h, 289,3554,6,981, Sprint à deux,https://www.procyclingstats.com/race/paris-nice/2023/stage-7
2023,paris-nice,stage-8,12 March 2023, 117.2 km,41.11 km/h, 176,2465,6,981, 18.8 km solo,https://www.procyclingstats.com/race/paris-nice/2023/stage-8
2023,tirreno-adriatico,stage-1,06 March 2023, 11.5 km,55.348 km/h, 0,3,4,1044, 18.8 km solo,https://www.procyclingstats.com/race/tirreno-adriatico/2023/stage-1
2023,tirreno-adriatico,stage-2,07 March 2023, 210 km,41.103 km/h, 34,1592,4,1044, Sprint of large group,https://www.procyclingstats.com/race/tirreno-adriatico/2023/stage-2
2023,tirreno-adriatico,stage-3,08 March 2023, 216 km,40.61 km/h, 57,2601,4,1044, Sprint of large group,https://www.procyclingstats.com/race/tirreno-adriatico/2023/stage-3
2023,tirreno-adriatico,stage-4,09 March 2023, 218 km,43.59 km/h, 134,2503,4,1044, Sprint of small group,https://www.procyclingstats.com/race/tirreno-adriatico/2023/stage-4
2023,tirreno-adriatico,stage-5,10 March 2023, 165.6 km,35.673 km/h, 275,3682,4,1044, Sprint of small group,https://www.procyclingstats.com/race/tirreno-adriatico/2023/stage-5
2023,tirreno-adriatico,stage-6,11 March 2023, 193 km,40.03 km/h, 207,3610,4,1044, Sprint of small group,https://www.procyclingstats.com/race/tirreno-adriatico/2023/stage-6
2023,tirreno-adriatico,stage-7,12 March 2023, 154 km,43.462 km/h, 39,1660,4,1044, Sprint of large group,https://www.procyclingstats.com/race/tirreno-adriatico/2023/stage-7
2023,milano-sanremo,one_day,18 March 2023, 294 km,45.773 km/h, 63,2154,4,1047, 5.5 km solo,https://www.procyclingstats.com/race/milano-sanremo/2023/result
2023,volta-a-catalunya,stage-1,20 March 2023, 164.6 km,43.262 km/h, 72,2091,24,704, Sprint of small group,https://www.procyclingstats.com/race/volta-a-catalunya/2023/stage-1
2023,volta-a-catalunya,stage-2,21 March 2023, 165.4 km,39.13 km/h, 238,3291,24,704, Sprint of small group,https://www.procyclingstats.com/race/volta-a-catalunya/2023/stage-2
2023,volta-a-catalunya,stage-3,22 March 2023, 180.6 km,38.601 km/h, 230,3998,24,704, Sprint à deux,https://www.procyclingstats.com/race/volta-a-catalunya/2023/stage-3
2023,volta-a-catalunya,stage-4,23 March 2023, 188.2 km,43.495 km/h, 89,2437,24,704, Sprint of large group,https://www.procyclingstats.com/race/volta-a-catalunya/2023/stage-4
2023,volta-a-catalunya,stage-5,24 March 2023, 176.6 km,39.584 km/h, 209,2644,24,704, Sprint à deux,https://www.procyclingstats.com/race/volta-a-catalunya/2023/stage-5
2023,volta-a-catalunya,stage-6,25 March 2023, 174.1 km,45.312 km/h, 96,2534,24,704, Sprint of large group,https://www.procyclingstats.com/race/volta-a-catalunya/2023/stage-6
2023,volta-a-catalunya,stage-7,26 March 2023, 135.8 km,45.418 km/h, 160,1842,24,704, Sprint à deux,https://www.procyclingstats.com/race/volta-a-catalunya/2023/stage-7
2023,classic-brugge-de-panne,one_day,22 March 2023, 211 km,45.398 km/h, 0,268,42,463, Sprint of small group,https://www.procyclingstats.com/race/classic-brugge-de-panne/2023/result
2023,e3-harelbeke,one_day,24 March 2023, 204.1 km,42.971 km/h, 58,2017,13,860, Sprint of small group,https://www.procyclingstats.com/race/e3-harelbeke/2023/result
2023,gent-wevelgem,one_day,26 March 2023, 260.9 km,44.77 km/h, 34,1375,11,911, Other,https://www.procyclingstats.com/race/gent-wevelgem/2023/result
2023,dwars-door-vlaanderen,one_day,29 March 2023, 183.7 km,44.744 km/h, 44,1459,13,866, 4 km solo,https://www.procyclingstats.com/race/dwars-door-vlaanderen/2023/result
2023,ronde-van-vlaanderen,one_day,02 April 2023, 273.4 km,44.083 km/h, 76,2185,11,918, 17 km solo,https://www.procyclingstats.com/race/ronde-van-vlaanderen/2023/result
2023,itzulia-basque-country,stage-1,03 April 2023, 165.4 km,41.11 km/h, 97,2514,24,719, Sprint of large group,https://www.procyclingstats.com/race/itzulia-basque-country/2023/stage-1
2023,itzulia-basque-country,stage-2,04 April 2023, 193.8 km,39.612 km/h, 156,3261,24,719, Sprint of small group,https://www.procyclingstats.com/race/itzulia-basque-country/2023/stage-2
2023,itzulia-basque-country,stage-3,05 April 2023, 162.8 km,42.109 km/h, 191,2799,24,719, 0.2 km solo,https://www.procyclingstats.com/race/itzulia-basque-country/2023/stage-3
2023,itzulia-basque-country,stage-4,06 April 2023, 175.7 km,40.17 km/h, 163,3091,24,719, Sprint à deux,https://www.procyclingstats.com/race/itzulia-basque-country/2023/stage-4
2023,itzulia-basque-country,stage-5,07 April 2023, 164.5 km,41.134 km/h, 174,3187,24,719, Sprint of 22 riders,https://www.procyclingstats.com/race/itzulia-basque-country/2023/stage-5
2023,itzulia-basque-country,stage-6,08 April 2023, 137.8 km,38.154 km/h, 221,3472,24,719, 28.4 km solo,https://www.procyclingstats.com/race/itzulia-basque-country/2023/stage-6
2023,paris-roubaix,one_day,09 April 2023, 256.6 km,46.841 km/h, 4,1380,20,775, 15.1 km solo,https://www.procyclingstats.com/race/paris-roubaix/2023/result
2023,amstel-gold-race,one_day,16 April 2023, 253.6 km,42.029 km/h, 109,3290,21,770, 28.2 km solo,https://www.procyclingstats.com/race/amstel-gold-race/2023/result
2023,la-fleche-wallone,one_day,19 April 2023, 194.3 km,43.52 km/h, 167,3092,11,915, Sprint of small group,https://www.procyclingstats.com/race/la-fleche-wallone/2023/result
2023,liege-bastogne-liege,one_day,23 April 2023, 258.1 km,41.206 km/h, 175,4443,5,1042, 29.9 km solo,https://www.procyclingstats.com/race/liege-bastogne-liege/2023/result
2023,tour-de-romandie,stage-1,26 April 2023, 170.9 km,41.756 km/h, 75,2323,34,539, Sprint of large group,https://www.procyclingstats.com/race/tour-de-romandie/2023/stage-1
2023,tour-de-romandie,stage-2,27 April 2023, 162.7 km,41.482 km/h, 138,2653,34,539, Sprint of large group,https://www.procyclingstats.com/race/tour-de-romandie/2023/stage-2
2023,tour-de-romandie,stage-3,28 April 2023, 18.75 km,44.554 km/h, 44,377,34,539, Sprint of large group,https://www.procyclingstats.com/race/tour-de-romandie/2023/stage-3
2023,tour-de-romandie,stage-4,29 April 2023, 161.6 km,34.544 km/h, 405,4308,34,539, 4.3 km solo,https://www.procyclingstats.com/race/tour-de-romandie/2023/stage-4
2023,tour-de-romandie,stage-5,30 April 2023, 170.8 km,43.056 km/h, 62,2287,34,539, Sprint of large group,https://www.procyclingstats.com/race/tour-de-romandie/2023/stage-5
2023,eschborn-frankfurt,one_day,01 May 2023, 203.8 km,41.956 km/h, 89,2933,47,423, Sprint of 10 riders,https://www.procyclingstats.com/race/eschborn-frankfurt/2023/result
2023,giro-d-italia,stage-1,06 May 2023, 19.6 km,55.211 km/h, 11,171,17,835, Sprint of 10 riders,https://www.procyclingstats.com/race/giro-d-italia/2023/stage-1
2023,giro-d-italia,stage-2,07 May 2023, 202 km,41.059 km/h, 51,1831,17,835, Sprint of large group,https://www.procyclingstats.com/race/giro-d-italia/2023/stage-2
2023,giro-d-italia,stage-3,08 May 2023, 213 km,42.362 km/h, 92,1777,17,835, Sprint of large group,https://www.procyclingstats.com/race/giro-d-italia/2023/stage-3
2023,giro-d-italia,stage-4,09 May 2023, 175 km,41.005 km/h, 207,3667,17,835, Sprint à deux,https://www.procyclingstats.com/race/giro-d-italia/2023/stage-4
2023,giro-d-italia,stage-5,10 May 2023, 171 km,37.955 km/h, 77,2529,17,835, Sprint of large group,https://www.procyclingstats.com/race/giro-d-italia/2023/stage-5
2023,giro-d-italia,stage-6,11 May 2023, 162 km,43.248 km/h, 92,2581,17,835, Sprint of large group,https://www.procyclingstats.com/race/giro-d-italia/2023/stage-6
2023,giro-d-italia,stage-7,12 May 2023, 218 km,35.479 km/h, 253,4143,17,835, 0.17 km solo,https://www.procyclingstats.com/race/giro-d-italia/2023/stage-7
2023,giro-d-italia,stage-8,13 May 2023, 207 km,43.671 km/h, 180,2790,17,835, 50.2 km solo,https://www.procyclingstats.com/race/giro-d-italia/2023/stage-8
2023,giro-d-italia,stage-9,14 May 2023, 35 km,50.725 km/h, 0,84,17,835, 50.2 km solo,https://www.procyclingstats.com/race/giro-d-italia/2023/stage-9
2023,giro-d-italia,stage-10,16 May 2023, 196 km,40.378 km/h, 76,3020,17,835, Sprint of 3 riders,https://www.procyclingstats.com/race/giro-d-italia/2023/stage-10
2023,giro-d-italia,stage-11,17 May 2023, 219 km,42.52 km/h, 60,2430,17,835, Sprint of large group,https://www.procyclingstats.com/race/giro-d-italia/2023/stage-11
2023,giro-d-italia,stage-12,18 May 2023, 185 km,42.993 km/h, 112,2348,17,835, Sprint of 3 riders,https://www.procyclingstats.com/race/giro-d-italia/2023/stage-12
2023,giro-d-italia,stage-13,19 May 2023, 74.6 km,32.827 km/h, 283,2456,17,835, 0.2 km solo,https://www.procyclingstats.com/race/giro-d-italia/2023/stage-13
2023,giro-d-italia,stage-14,20 May 2023, 194 km,41.946 km/h, 68,2336,17,835, Sprint of 6 riders,https://www.procyclingstats.com/race/giro-d-italia/2023/stage-14
2023,giro-d-italia,stage-15,21 May 2023, 195 km,37.303 km/h, 202,4040,17,835, Sprint of 3 riders,https://www.procyclingstats.com/race/giro-d-italia/2023/stage-15
2023,giro-d-italia,stage-16,23 May 2023, 203 km,34.46 km/h, 456,5852,17,835, Sprint à deux,https://www.procyclingstats.com/race/giro-d-italia/2023/stage-16
2023,giro-d-italia,stage-17,24 May 2023, 197 km,44.414 km/h, 5,523,17,835, Sprint of large group,https://www.procyclingstats.com/race/giro-d-italia/2023/stage-17
2023,giro-d-italia,stage-18,25 May 2023, 161 km,36.425 km/h, 362,4153,17,835, Sprint à deux,https://www.procyclingstats.com/race/giro-d-italia/2023/stage-18
2023,giro-d-italia,stage-19,26 May 2023, 183 km,33.464 km/h, 478,5423,17,835, 1.5 km solo,https://www.procyclingstats.com/race/giro-d-italia/2023/stage-19
2023,giro-d-italia,stage-20,27 May 2023, 18.6 km,25.145 km/h, 197,1070,17,835, 1.5 km solo,https://www.procyclingstats.com/race/giro-d-italia/2023/stage-20
2023,giro-d-italia,stage-21,28 May 2023, 126 km,44.884 km/h, 21,692,17,835, Sprint of large group,https://www.procyclingstats.com/race/giro-d-italia/2023/stage-21
2023,dauphine,stage-1,04 June 2023, 158 km,42.416 km/h, 119,2753,19,781, Sprint of large group,https://www.procyclingstats.com/race/dauphine/2023/stage-1
2023,dauphine,stage-2,05 June 2023, 167.3 km,42.736 km/h, 100,2865,19,781, Sprint of large group,https://www.procyclingstats.com/race/dauphine/2023/stage-2
2023,dauphine,stage-3,06 June 2023, 194.1 km,41.084 km/h, 44,2089,19,781, Sprint of large group,https://www.procyclingstats.com/race/dauphine/2023/stage-3
2023,dauphine,stage-4,07 June 2023, 31.1 km,49.804 km/h, 20,408,19,781, Sprint of large group,https://www.procyclingstats.com/race/dauphine/2023/stage-4
2023,dauphine,stage-5,08 June 2023, 191.1 km,47.05 km/h, 98,2018,19,781, 15.8 km solo,https://www.procyclingstats.com/race/dauphine/2023/stage-5
2023,dauphine,stage-6,09 June 2023, 170.2 km,42.054 km/h, 243,3406,19,781, Sprint à deux,https://www.procyclingstats.com/race/dauphine/2023/stage-6
2023,dauphine,stage-7,10 June 2023, 147.9 km,34.693 km/h, 312,4015,19,781, 5.3 km solo,https://www.procyclingstats.com/race/dauphine/2023/stage-7
2023,dauphine,stage-8,11 June 2023, 152.8 km,37.258 km/h, 328,4160,19,781, 20 km solo,https://www.procyclingstats.com/race/dauphine/2023/stage-8
2023,tour-de-suisse,stage-1,11 June 2023, 12.7 km,56.375 km/h, 2,76,17,855, 20 km solo,https://www.procyclingstats.com/race/tour-de-suisse/2023/stage-1
2023,tour-de-suisse,stage-2,12 June 2023, 173.7 km,44.612 km/h, 48,1893,17,855, Sprint of large group,https://www.procyclingstats.com/race/tour-de-suisse/2023/stage-2
2023,tour-de-suisse,stage-3,13 June 2023, 143.8 km,41.236 km/h, 237,2617,17,855, 0.5 km solo,https://www.procyclingstats.com/race/tour-de-suisse/2023/stage-3
2023,tour-de-suisse,stage-4,14 June 2023, 152.5 km,41.148 km/h, 283,2795,17,855, 18 km solo,https://www.procyclingstats.com/race/tour-de-suisse/2023/stage-4
2023,tour-de-suisse,stage-5,15 June 2023, 211 km,39.193 km/h, 289,4654,17,855, 11.8 km solo,https://www.procyclingstats.com/race/tour-de-suisse/2023/stage-5
2023,tour-de-suisse,stage-6,16 June 2023, 140.9 km,-, 148,1938,17,855, ? - let us know!,https://www.procyclingstats.com/race/tour-de-suisse/2023/stage-6
2023,tour-de-suisse,stage-7,17 June 2023, 183.5 km,45.672 km/h, 88,2453,17,855, 17.1 km solo,https://www.procyclingstats.com/race/tour-de-suisse/2023/stage-7
2023,tour-de-suisse,stage-8,18 June 2023, 25.7 km,47.568 km/h, 37,363,17,855, 17.1 km solo,https://www.procyclingstats.com/race/tour-de-suisse/2023/stage-8
2023,tour-de-france,stage-1,01 July 2023, 182 km,41.55 km/h, 166,3221,1,1584, 0.35 km solo,https://www.procyclingstats.com/race/tour-de-france/2023/stage-1
2023,tour-de-france,stage-2,02 July 2023, 208.9 km,43.726 km/h, 141,2949,1,1584, 0.95 km solo,https://www.procyclingstats.com/race/tour-de-france/2023/stage-2
2023,tour-de-france,stage-3,03 July 2023, 193.5 km,40.989 km/h, 68,2667,1,1584, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2023/stage-3
2023,tour-de-france,stage-4,04 July 2023, 181.8 km,41.09 km/h, 20,1427,1,1584, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2023/stage-4
2023,tour-de-france,stage-5,05 July 2023, 162.7 km,41.17 km/h, 239,3652,1,1584, 20.2 km solo,https://www.procyclingstats.com/race/tour-de-france/2023/stage-5
2023,tour-de-france,stage-6,06 July 2023, 144.9 km,37.083 km/h, 310,3894,1,1584, 2.7 km solo,https://www.procyclingstats.com/race/tour-de-france/2023/stage-6
2023,tour-de-france,stage-7,07 July 2023, 169.9 km,45.013 km/h, 7,808,1,1584, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2023/stage-7
2023,tour-de-france,stage-8,08 July 2023, 200.7 km,47.704 km/h, 61,1996,1,1584, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2023/stage-8
2023,tour-de-france,stage-9,09 July 2023, 182.4 km,42.144 km/h, 273,3441,1,1584, 0.44 km solo,https://www.procyclingstats.com/race/tour-de-france/2023/stage-9
2023,tour-de-france,stage-10,11 July 2023, 167.2 km,43.136 km/h, 118,3151,1,1584, Sprint of small group,https://www.procyclingstats.com/race/tour-de-france/2023/stage-10
2023,tour-de-france,stage-11,12 July 2023, 179.3 km,44.62 km/h, 34,1873,1,1584, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2023/stage-11
2023,tour-de-france,stage-12,13 July 2023, 168.8 km,43.712 km/h, 147,3120,1,1584, 30.8 km solo,https://www.procyclingstats.com/race/tour-de-france/2023/stage-12
2023,tour-de-france,stage-13,14 July 2023, 137.8 km,41.853 km/h, 260,2413,1,1584, 11.7 km solo,https://www.procyclingstats.com/race/tour-de-france/2023/stage-13
2023,tour-de-france,stage-14,15 July 2023, 151.8 km,38.149 km/h, 308,4281,1,1584, 8 km solo,https://www.procyclingstats.com/race/tour-de-france/2023/stage-14
2023,tour-de-france,stage-15,16 July 2023, 179 km,38.255 km/h, 335,4483,1,1584, 10.8 km solo,https://www.procyclingstats.com/race/tour-de-france/2023/stage-15
2023,tour-de-france,stage-16,18 July 2023, 22.4 km,41.227 km/h, 109,636,1,1584, 10.8 km solo,https://www.procyclingstats.com/race/tour-de-france/2023/stage-16
2023,tour-de-france,stage-17,19 July 2023, 165.7 km,34.386 km/h, 445,5399,1,1584, 13.1 km solo,https://www.procyclingstats.com/race/tour-de-france/2023/stage-17
2023,tour-de-france,stage-18,20 July 2023, 184.9 km,44.951 km/h, 18,1216,1,1584, Sprint of small group,https://www.procyclingstats.com/race/tour-de-france/2023/stage-18
2023,tour-de-france,stage-19,21 July 2023, 172.8 km,49.13 km/h, 50,1934,1,1584, Sprint of 3 riders,https://www.procyclingstats.com/race/tour-de-france/2023/stage-19
2023,tour-de-france,stage-20,22 July 2023, 133.5 km,38.64 km/h, 303,3471,1,1584, Sprint of 5 riders,https://www.procyclingstats.com/race/tour-de-france/2023/stage-20
2023,tour-de-france,stage-21,23 July 2023, 115.1 km,39.19 km/h, 14,577,1,1584, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2023/stage-21
2023,san-sebastian,one_day,29 July 2023, 230.3 km,41.748 km/h, 189,4057,20,787, Sprint à deux,https://www.procyclingstats.com/race/san-sebastian/2023/result
2023,tour-de-pologne,stage-1,29 July 2023, 183.7 km,44.035 km/h, 3,719,36,500, Sprint of large group,https://www.procyclingstats.com/race/tour-de-pologne/2023/stage-1
2023,tour-de-pologne,stage-2,30 July 2023, 202.9 km,40.992 km/h, 140,2364,36,500, Sprint à deux,https://www.procyclingstats.com/race/tour-de-pologne/2023/stage-2
2023,tour-de-pologne,stage-3,31 July 2023, 162.3 km,39.279 km/h, 143,3067,36,500, Sprint of small group,https://www.procyclingstats.com/race/tour-de-pologne/2023/stage-3
2023,tour-de-pologne,stage-4,01 August 2023, 199.1 km,45.379 km/h, 5,846,36,500, Sprint of large group,https://www.procyclingstats.com/race/tour-de-pologne/2023/stage-4
2023,tour-de-pologne,stage-5,02 August 2023, 198.8 km,40.926 km/h, 111,3028,36,500, Sprint of small group,https://www.procyclingstats.com/race/tour-de-pologne/2023/stage-5
2023,tour-de-pologne,stage-6,03 August 2023, 16.6 km,51.965 km/h, 3,127,36,500, Sprint of small group,https://www.procyclingstats.com/race/tour-de-pologne/2023/stage-6
2023,tour-de-pologne,stage-7,04 August 2023, 166.6 km,47.889 km/h, 13,974,36,500, Sprint of large group,https://www.procyclingstats.com/race/tour-de-pologne/2023/stage-7
2023,cyclassics-hamburg,one_day,20 August 2023, 205.6 km,44.601 km/h, 56,1004,35,526, Sprint of small group,https://www.procyclingstats.com/race/cyclassics-hamburg/2023/result
2023,renewi-tour,stage-1,23 August 2023, 182.9 km,47.326 km/h, 0,365,30,584, Sprint of large group,https://www.procyclingstats.com/race/renewi-tour/2023/stage-1
2023,renewi-tour,stage-2,24 August 2023, 13.6 km,54.099 km/h, 0,12,30,584, Sprint of large group,https://www.procyclingstats.com/race/renewi-tour/2023/stage-2
2023,renewi-tour,stage-3,25 August 2023, 171.2 km,46.631 km/h, 57,1417,30,584, 1.3 km solo,https://www.procyclingstats.com/race/renewi-tour/2023/stage-3
2023,renewi-tour,stage-4,26 August 2023, 179.4 km,45.303 km/h, 0,383,30,584, Sprint of large group,https://www.procyclingstats.com/race/renewi-tour/2023/stage-4
2023,renewi-tour,stage-5,27 August 2023, 187.3 km,45.498 km/h, 36,1841,30,584, Sprint of 5 riders,https://www.procyclingstats.com/race/renewi-tour/2023/stage-5
2023,vuelta-a-espana,stage-1,26 August 2023, 14.8 km,50.74 km/h, 0,60,17,846, Sprint of 5 riders,https://www.procyclingstats.com/race/vuelta-a-espana/2023/stage-1
2023,vuelta-a-espana,stage-2,27 August 2023, 181.8 km,41.26 km/h, 80,2754,17,846, 3.7 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2023/stage-2
2023,vuelta-a-espana,stage-3,28 August 2023, 158.5 km,37.199 km/h, 263,3472,17,846, Sprint of 11 riders,https://www.procyclingstats.com/race/vuelta-a-espana/2023/stage-3
2023,vuelta-a-espana,stage-4,29 August 2023, 184.6 km,45.082 km/h, 57,1822,17,846, Sprint of large group,https://www.procyclingstats.com/race/vuelta-a-espana/2023/stage-4
2023,vuelta-a-espana,stage-5,30 August 2023, 186.2 km,42.364 km/h, 65,2395,17,846, Sprint of large group,https://www.procyclingstats.com/race/vuelta-a-espana/2023/stage-5
2023,vuelta-a-espana,stage-6,31 August 2023, 183.1 km,41.072 km/h, 273,4013,17,846, 2.5 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2023/stage-6
2023,vuelta-a-espana,stage-7,01 September 2023, 200.8 km,40.636 km/h, 12,1144,17,846, Sprint of large group,https://www.procyclingstats.com/race/vuelta-a-espana/2023/stage-7
2023,vuelta-a-espana,stage-8,02 September 2023, 165 km,38.997 km/h, 235,3619,17,846, Sprint of 8 riders,https://www.procyclingstats.com/race/vuelta-a-espana/2023/stage-8
2023,vuelta-a-espana,stage-9,03 September 2023, 184.5 km,41.155 km/h, 162,3041,17,846, 5.5 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2023/stage-9
2023,vuelta-a-espana,stage-10,05 September 2023, 25.8 km,55.986 km/h, 5,115,17,846, 5.5 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2023/stage-10
2023,vuelta-a-espana,stage-11,06 September 2023, 163.2 km,46.788 km/h, 112,2203,17,846, 0.15 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2023/stage-11
2023,vuelta-a-espana,stage-12,07 September 2023, 150.6 km,44.385 km/h, 11,865,17,846, Sprint of large group,https://www.procyclingstats.com/race/vuelta-a-espana/2023/stage-12
2023,vuelta-a-espana,stage-13,08 September 2023, 134.7 km,34.962 km/h, 400,4266,17,846, 7.7 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2023/stage-13
2023,vuelta-a-espana,stage-14,09 September 2023, 156.2 km,36.951 km/h, 406,4531,17,846, 3.9 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2023/stage-14
2023,vuelta-a-espana,stage-15,10 September 2023, 158.3 km,45.028 km/h, 111,2494,17,846, Sprint of 3 riders,https://www.procyclingstats.com/race/vuelta-a-espana/2023/stage-15
2023,vuelta-a-espana,stage-16,12 September 2023, 120.1 km,45.497 km/h, 153,2122,17,846, 3.9 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2023/stage-16
2023,vuelta-a-espana,stage-17,13 September 2023, 124.4 km,38.095 km/h, 464,3269,17,846, Other,https://www.procyclingstats.com/race/vuelta-a-espana/2023/stage-17
2023,vuelta-a-espana,stage-18,14 September 2023, 178.9 km,37.321 km/h, 422,4630,17,846, 29 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2023/stage-18
2023,vuelta-a-espana,stage-19,15 September 2023, 177.1 km,47.833 km/h, 8,919,17,846, Sprint of large group,https://www.procyclingstats.com/race/vuelta-a-espana/2023/stage-19
